,url,name,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,ratingValue,ratingCount,Comedy,Crime,History,Sci-Fi,Family,War,Mystery,Biography,Action,Thriller,Adventure,Drama,Horror,Musical,Romance
10,https://www.imdb.com/title/tt14993250/,Rocky Aur Rani Kii Prem Kahaani,"Flamboyant Punjabi Rocky and intellectual Bengali journalist Rani fall in love despite their differences. After facing family opposition, they decide to live with each other&apos;s families for three months before getting married.",https://m.media-amazon.com/images/M/MV5BNzAyOWQ4MjUtMGNkMi00ODBkLWEyZDgtY2Q0YjJhYjg3MzNlXkEyXkFqcGdeQXVyMTUxMTM3OTc1._V1_.jpg,Not Rated,"Comedy, Drama, Family",PT2H48M,0.0,150.0,23.5,355.6,172.8,182.8cr,Hit,6.5,42971.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,https://www.imdb.com/title/tt22444570/,Ponniyin Selvan: Part Two,"Arulmozhi Varman continues on his journey to become Rajaraja I, the greatest ruler of the historic Chola empire of south India.",https://m.media-amazon.com/images/M/MV5BNmQ3NGM5ODMtNDhjYS00MDQwLWEwNjItNjZiNjdkMmQ3NjQzXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_.jpg,Not Rated,"Action, Adventure, Drama",PT2H44M,5.0,250.0,64.5,343.5,128.2,215.3cr,Hit,7.3,18517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
12,https://www.imdb.com/title/tt11998558/,Varisu,"Vijay Rajendran is a happy to-go lucky man. Things change when his father becomes terminally ill, and he is left to manage his business empire.",https://m.media-amazon.com/images/M/MV5BMjE4YjgyMGQtMWM0MS00MGVjLTlmNzYtMTNiNGY1NTNlZjJiXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Action, Comedy, Drama",PT2H49M,5.0,175.0,46.5,292.8,87.3,205.5cr,Super Hit,6.0,38892.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13,https://www.imdb.com/title/tt15281402/,Waltair Veerayya,A fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,https://m.media-amazon.com/images/M/MV5BNzE4ZDNjNDctNTk3Yy00MzllLWFjMGUtYjNiMzk1MmIzMmMxXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,Not Rated,"Action, Drama",PT2H35M,6.0,125.0,44.6,236.2,28.7,207.5cr,Blockbuster,6.2,7733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,https://www.imdb.com/title/tt24268454/,The Kerala Story,"A converted Muslim woman Fatima Ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an ISIS terrorist and landed in Afghanistan jail.",https://m.media-amazon.com/images/M/MV5BYTlkZWMxYTQtY2UzYi00NTRmLTk3ZTMtZjQxZmNhNWFlMWEwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,Drama,PT2H18M,0.0,25.0,9.5,285.6,15.8,269.8cr,Blockbuster,6.9,73245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,https://www.imdb.com/title/tt15732324/,OMG 2,An unhappy civilian asks the court to mandate comprehensive education in schools in a dramatic yet amusing courtroom play.,https://m.media-amazon.com/images/M/MV5BNmQ3MThkOWEtNTA0NC00YzI2LWIxZjEtZjdlZTVmNzQ2ZGViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,TV-MA,"Comedy, Drama",PT2H36M,0.0,95.0,12.5,221.2,42.4,178.8cr,Super Hit,7.5,43426.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,https://www.imdb.com/title/tt15163652/,Thunivu,A mysterious mastermind - Daredevil and his team forms a plan and commits bank heist to find the corporate looted people&apos;s money.,https://m.media-amazon.com/images/M/MV5BY2M0ODYyOGEtZWMyMC00NWM5LWJiNjEtNjBlYTEzNGZjOTk0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H26M,5.0,115.0,39.6,196.8,55.3,141.5cr,Hit,6.1,29618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
17,https://www.imdb.com/title/tt8672856/,Tu Jhoothi Main Makkaar,"Madness ensues when a &apos;player&apos; in the world of romantic relationships finds a girl who&apos;s a worthy opponent, that believes love is a battle of wits.",https://m.media-amazon.com/images/M/MV5BNmZmYWFiYzAtY2RhMC00MDRiLWI1M2YtNzRkZGNmYTIwZDI4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Comedy, Romance",PT2H30M,0.0,90.0,22.3,192.8,47.4,168.4cr,Hit,6.0,28203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,https://www.imdb.com/title/tt3679040/,Kisi Ka Bhai Kisi Ki Jaan,"The eldest brother refuses to marry since he believes it may create disharmony in his big family. His brothers, who&apos;ve already found partners, come together to find a match for him.",https://m.media-amazon.com/images/M/MV5BZjk0ZjlhNDctMzAwZC00ZTAyLTliZTItOTRiNjMzNTAxODY3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Action, Comedy, Drama",PT2H25M,0.0,125.0,26.3,182.5,50.8,131.7cr,Average,4.0,40945.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19,https://www.imdb.com/title/tt9006564/,2018,A disaster film set during the 2018 Kerala Floods where people from all walks of life faced catastrophic consequences and put in collective efforts to survive the calamity.,https://m.media-amazon.com/images/M/MV5BZWFhZjBjY2ItMmZmMC00N2RjLTg2ZjktNDUwNmYwNmVjMDA5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Not Rated,"Action, Drama, Thriller",PT2H30M,2.0,15.0,3.5,180.5,67.8,112.7cr,All Time Blockbuster,8.3,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
21,https://www.imdb.com/title/tt22086334/,Dream Girl 2,"Karam, who is trying to live a serious life in Mathura and falls in love with Pari but life is hell bent on not taking him seriously. In a turn of events Karam becomes Pooja which creates further chaos in his already chaotic life.",https://m.media-amazon.com/images/M/MV5BZGI3OTFkMTYtOGRlNC00NzRiLThlNWEtOGU0YzdkYWRiOWU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,"Comedy, Drama, Romance",PT2H14M,0.0,65.0,12.6,140.2,15.6,124.6cr,Hit,5.2,11582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
24,https://www.imdb.com/title/tt15387190/,Veera Simha Reddy,"Veera Simha Reddy is a revered man in a village and his son Jai Simha Reddy settles in the USA. When his father gets killed in the village politics, Jai Simha returns to India and takes revenge on who killed his father.",https://m.media-amazon.com/images/M/MV5BZmI0MTEyOWMtYTgzMi00ZGU4LWJhNDQtOWY0NDAyMmQ2NmUyXkEyXkFqcGdeQXVyMTU4Mzg1OTU2._V1_.jpg,,"Action, Drama",PT2H50M,6.0,85.0,50.2,130.7,15.5,115.2cr,Hit,4.9,6325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
25,https://www.imdb.com/title/tt26445483/,Fukrey 3,The friends facing disastrously funny situations together and having each other&apos;s backs through the trenches to make it out of a new mess this time.,https://m.media-amazon.com/images/M/MV5BZWUyZjJlOTAtM2ZkOC00ZDY1LTlhODUtMDZmMDVmMDgzMDFkXkEyXkFqcGdeQXVyOTc4NTg3MDM@._V1_.jpg,Not Rated,"Comedy, Crime, Drama",PT2H27M,0.0,45.0,12.4,128.4,13.5,114.9cr,Super Hit,5.5,24430.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,https://www.imdb.com/title/tt10786774/,Sam Bahadur,Revolves around the high and low points of Sam Manekshaw who became the first Indian Army officer to be promoted to the rank of Field Marshal.,https://m.media-amazon.com/images/M/MV5BYTE2Mjg4ZTUtMTVhZi00NmUxLTgwZDItY2E1MDQwMTU3NzBmXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,,"Biography, Drama, War",PT2H30M,0.0,55.0,8.4,127.3,17.6,109.7cr,Super Hit,7.7,18180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
27,https://www.imdb.com/title/tt15440322/,Dasara,A brutal act sends an irresponsible small-time criminal on a mission of revenge.,https://m.media-amazon.com/images/M/MV5BNzkxNmQ5NGItZDFiZi00MTFiLWFmZTktODAxODliZDkzZTY4XkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Adventure, Drama",PT2H36M,6.0,55.0,38.7,120.4,21.8,98.6cr,Super Hit,6.6,10900.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,https://www.imdb.com/title/tt14914988/,Satyaprem Ki Katha,"A middle-class boy in Ahmedabad, Satyaprem falling in one-sided love with Katha, who is coping with her breakup with Tapan. Through the journey, they discover each other&apos;s life and complement in accomplishing what was left halfway.",https://m.media-amazon.com/images/M/MV5BNTJiM2U3NTctNTAwNi00ZmQ5LThmNDUtYjI4MDdhYzQ5ZmExXkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_.jpg,,"Comedy, Drama, Musical",PT2H26M,0.0,75.0,9.3,117.2,25.4,91.8cr,Average,6.7,30618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
29,https://www.imdb.com/title/tt15427980/,Vaathi,"When a private school teacher is assigned to a neglected public school, he must overcome personal and political strife in his fight for education.",https://m.media-amazon.com/images/M/MV5BOTA0OTkxZjEtNTgwZC00NDgwLTljNDAtODhlMDBmMzU0N2EzXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_.jpg,Not Rated,"Action, Drama",PT2H19M,5.0,40.0,14.8,116.5,24.65,91.85cr,Blockbuster,7.3,10689.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,https://www.imdb.com/title/tt26675491/,Bro,An arrogant man is given a second chance to fix his mistakes after death.,https://m.media-amazon.com/images/M/MV5BN2M2ZTM2MzMtZGMzMy00Yzc2LWEwNTUtNTI4OGJiNzYwZTUxXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,Not Rated,"Comedy, Drama, Family",PT2H14M,6.0,125.0,48.5,114.8,16.5,98.3cr,Flop,6.1,10578.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
31,https://www.imdb.com/title/tt21810110/,Bhagavanth Kesari,Nelakonda Bhagavanth Kesari is adamant about getting even with a powerful businessman who cost him money. He is prepared to square off against the formidable foe and resolve their issues amicably.,https://m.media-amazon.com/images/M/MV5BMTEwYjcxZmMtMDQxOS00YmUxLWI5ZDEtNDNlYzMzZmEwYzRkXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,"Action, Drama, Thriller",PT2H44M,6.0,85.0,28.3,114.5,16.2,98.3cr,Hit,5.9,4772.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,https://www.imdb.com/title/tt15576460/,Zara Hatke Zara Bachke,"Kapil and Somya are a happily married couple from Indore who live in a joint family and decide to get a divorce one fine day. Things don&apos;t go as planned as their family gets to know of it, and thus begins a comedy of errors.",https://m.media-amazon.com/images/M/MV5BNGZmMjg3ZDEtZDRmZC00ZGNjLTlkZDktYWY4YWFhZTIwYjA0XkEyXkFqcGc@._V1_.jpg,Not Rated,"Comedy, Drama, Family",PT2H12M,0.0,50.0,6.5,112.5,11.3,101.2cr,Super Hit,6.0,16092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,https://www.imdb.com/title/tt15302222/,Bholaa,"After getting out of prison with the desire to meet his daughter, Bholaa&apos;s plans are interrupted by a well-orchestrated drug bust.",https://m.media-amazon.com/images/M/MV5BNTI1NGI5ZTItZjJhNC00NDQyLWE1YmMtMTMwZmJiNTNjYWZjXkEyXkFqcGdeQXVyNDYwMjI1MzI@._V1_.jpg,Not Rated,"Action, Adventure, Crime",PT2H24M,0.0,115.0,16.5,110.5,14.2,96.3cr,Flop,5.8,22658.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,https://www.imdb.com/title/tt23052532/,Mark Antony,"Mark, the son of gangster Antony, finds a telephone that has the ability to contact the past.",https://m.media-amazon.com/images/M/MV5BNWZmMWM0OTYtYjYxMC00ZDQzLTllMzktYWMwZWFkYWYzNjU5XkEyXkFqcGdeQXVyOTE2NDU1NDM@._V1_.jpg,,"Action, Comedy, Crime",PT2H30M,5.0,35.0,11.5,104.5,18.7,85.8cr,Blockbuster,6.6,5667.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35,https://www.imdb.com/title/tt11720440/,Carry on Jatta 3,"Advocate Dhillon&apos;s son, Jass, is in love with Meet but her brothers get in a tussle with Adv. Dhillon. As a result, Adv. Dhillon rejects Meet&apos;s hand in marriage. Left with no option, Jass weaves a madhouse plan to propose to his f...",https://m.media-amazon.com/images/M/MV5BMGNmN2ExNzUtNDJiNC00YTY1LWIzYzYtZWY2ODM2NTc1NWY4XkEyXkFqcGdeQXVyMTIwNTMwNzg2._V1_.jpg,,"Comedy, Drama, Romance",PT2H16M,4.0,15.0,10.2,101.5,45.8,55.7cr,All Time Blockbuster,6.0,11168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,https://www.imdb.com/title/tt15554914/,Baipan Bhari Deva,Six estranged sisters who are forced to come together for a Managalagaur competition. Can they overcome their past and face their struggles?,https://m.media-amazon.com/images/M/MV5BMDlhMThjNzUtMDllMi00ZDdmLWEyOGEtZmIwZTNlZmNiNDk0XkEyXkFqcGdeQXVyMzA5NzAyMDU@._V1_.jpg,,"Comedy, Drama, Family",PT2H17M,3.0,5.0,1.5,90.5,0.0,90.5cr,Blockbuster,8.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37,https://www.imdb.com/title/tt24059780/,Virupaksha,"When a man visits his ancestral village, where terror reigns after a chain of unexplained deaths, he must unravel mystical secrets before it&apos;s too late.",https://m.media-amazon.com/images/M/MV5BNzFiYThjMzYtNGJlZi00NmU3LWIwZTItZjgyNTJiNmE0OGQ3XkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_.jpg,Not Rated,"Action, Horror, Mystery",PT2H25M,6.0,35.0,11.8,90.25,14.6,75.65cr,Blockbuster,7.2,6416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,https://www.imdb.com/title/tt16118524/,Baby,Two high-school sweethearts face challenges in their relationship when they take different directions in life.,https://m.media-amazon.com/images/M/MV5BYmRlNmYxMzUtY2E1Mi00ZWVjLWE0NTYtNTQ3NmJhM2I1YWJmXkEyXkFqcGc@._V1_.jpg,,"Drama, Romance",PT2H55M,6.0,10.0,6.5,85.4,7.6,77.8cr,Blockbuster,7.1,8515.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,https://www.imdb.com/title/tt28358950/,Neru,"Sara, a blind sculptor, seeks justice after suffering trauma. She contends with the legal system and her own resilience to find resolution.",https://m.media-amazon.com/images/M/MV5BMTNjODdkNzUtZWEzOC00MWJjLWJmYzMtYjM3NjQyM2M4NzI5XkEyXkFqcGdeQXVyNTI0NzYwMTI@._V1_.jpg,,"Drama, Thriller",PT2H30M,2.0,15.0,5.9,85.2,32.4,52.8cr,Blockbuster,7.5,7866.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,https://www.imdb.com/title/tt24517458/,RDX: Robert Dony Xavier,The life of three mysterious individuals take a turn as their faces gets exposed.,https://m.media-amazon.com/images/M/MV5BYzcwZTZmOTUtMGE2Ny00ZWU3LWEwZjAtNzdjZWNlNGJmYWM1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Not Rated,"Action, Adventure",PT2H31M,2.0,10.0,2.5,84.2,28.7,55.5cr,Blockbuster,7.1,5429.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,https://www.imdb.com/title/tt25274786/,Kannur Squad,"The gripping saga of a police officer and his team, their challenging journey to nab a criminal gang across the country. Further, it shows how he leads his team towards triumph, amidst professional uncertainties in this gripping d...",https://m.media-amazon.com/images/M/MV5BZTE4Y2NiYTQtODM1OC00NTQ4LTllOTItMzQwYWExOTRlNzhkXkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H41M,2.0,25.0,5.2,82.3,34.5,47.8cr,Blockbuster,7.6,9181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,https://www.imdb.com/title/tt22543326/,Maaveeran,"A cowardly cartoonist starts being &apos;controlled&apos; by a cartoon action figure, and takes on a corrupt politician.",https://m.media-amazon.com/images/M/MV5BZGMxMGZmZDItMjY5NC00OTVhLWE2MWEtNzJiZTU1NzI1MTllXkEyXkFqcGc@._V1_.jpg,,"Action, Comedy, Drama",PT2H43M,5.0,55.0,11.5,80.2,15.4,64.8cr,Average,7.4,9723.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43,https://www.imdb.com/title/tt25433734/,Hi Nanna,A single father begins to narrate the story of the missing mother to his child and nothing remains the same.,https://m.media-amazon.com/images/M/MV5BMjZkNTdhOTMtYzg0Yy00YjA4LTljOTQtZWRkNTZkMTY3Y2Y3XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,,"Drama, Family, Romance",PT2H35M,6.0,45.0,10.5,77.2,18.5,58.7cr,Super Hit,8.2,17538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
44,https://www.imdb.com/title/tt15380630/,Kushi,"Raised in an atheist household, a young man falls in love with the daughter of his father&apos;s arch-rival, a devout Hindu leader.",https://m.media-amazon.com/images/M/MV5BNmU2Nzc2ZmItMTc5ZS00ZTE5LWEyOTMtMzIwYjBkNTI3Mjg4XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,Not Rated,"Comedy, Drama, Romance",PT2H43M,6.0,55.0,26.8,76.8,18.9,57.9cr,Average,5.4,8204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,https://www.imdb.com/title/tt15464390/,Mastaney,"Set in 1739, Nadar Shah&apos;s undefeated army was attacked by Sikh Rebellions. Nadar demands to arrest them but it doesn&apos;t work out. Five ordinary men are hired to play Sikh Rebellions but over time they learn what Sikhs are.",https://m.media-amazon.com/images/M/MV5BYTZjMWEwM2EtZmZhYi00MGZlLWI4MWEtYjkxODBmZDJmNzEyXkEyXkFqcGdeQXVyODQwMDcwNDY@._V1_.jpg,,"Action, Drama, History",PT2H30M,4.0,20.0,7.3,74.2,41.4,32.8cr,Blockbuster,7.5,5415.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,https://www.imdb.com/title/tt20242416/,Maamannan,"The community that was exploited by the town&apos;s influential man, who completely rules due to the powerful backing of the authorities. A man collects evidence to flip him upside down when he was helpless to stop his endless torture.",https://m.media-amazon.com/images/M/MV5BNjFmMTI3MTUtMTdmNS00ODI0LWEwM2UtMDVjOTAxZmFhODg5XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Drama, Thriller",PT2H37M,5.0,30.0,11.2,73.8,12.5,60.3cr,Blockbuster,6.7,5788.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
