,@type,url,name,alternateName,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,Release date,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount
10,Movie,https://www.imdb.com/title/tt10083340/,Gangubai Kathiawadi,,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",https://m.media-amazon.com/images/M/MV5BN2M4NDM2NDItMzgzNy00OWRiLThhNjEtZDA2OWMyNTcwYzRjXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,TV-MA,"Biography, Crime, Drama",PT2H32M,Hindi,,,,,,Average,,AggregateRating,10,1,7.8,62855
11,Movie,https://www.imdb.com/title/tt12422308/,Sarkaru Vaari Paata,,"After being conned by the woman he loves, a finance agent arrives in India from USA to retrieve his money from the woman&apos;s father who is a powerful MP and industrialist.",https://m.media-amazon.com/images/M/MV5BODFhZWFmOWItOTkxNC00OTY1LWI4NmYtODhiMmYyNmI3YTMxXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama",PT2H42M,Telugu,,,,,,Above Average,,AggregateRating,10,1,5.6,11160
12,Movie,https://www.imdb.com/title/tt10806040/,Valimai,,"Arjun, an IPS officer sets out for a mission on hunting down illegal bikers involving in theft and murder.",https://m.media-amazon.com/images/M/MV5BOTFjYzEzMzUtNzk2My00ODcwLWIwZTMtZDZkZDkxYWI5NjRkXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_.jpg,Not Rated,"Action, Crime, Thriller",PT2H58M,Tamil,,,,,,Flop,,AggregateRating,10,1,6.1,20740
13,Movie,https://www.imdb.com/title/tt14209560/,Bheemla Nayak,,Things change when the egos of an upright police officer and a retired army havildar clash.,https://m.media-amazon.com/images/M/MV5BZmFmOTliOTQtOTBjYy00YWM3LTk2NmMtZjMyOTNhYjEyNTdhXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg,,"Action, Drama, Thriller",PT2H10M,Telugu,,,,,,Hit,,AggregateRating,10,1,6.3,10168
14,Movie,https://www.imdb.com/title/tt8960382/,Radhe Shyam,,Love blooms between a doctor with an uncertain future and a renowned palmist who thought he would never find love. His beliefs are challenged.,https://m.media-amazon.com/images/M/MV5BNGE3MmVlYmItZjA5Ny00YzNhLTg0ZGMtNWZhMmUwNjljN2IwXkEyXkFqcGc@._V1_.jpg,,"Drama, Romance",PT2H18M,Telugu,,,,,,Disaster,,AggregateRating,10,1,5.2,32110
15,Movie,https://www.imdb.com/title/tt13449624/,Jug Jugg Jeeyo,,Two couples from different generations confront their issues after marriage.,https://m.media-amazon.com/images/M/MV5BMTg5YjlkZmItZWZjOC00ZWQ5LTk2MjctYmI2ZGYzODY0N2ZmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,"Comedy, Drama, Family",PT2H28M,Hindi,,,,,,Average,,AggregateRating,10,1,6.1,39168
16,Movie,https://www.imdb.com/title/tt13131350/,Vikram Vedha,,A tough police officer sets out to track down and kill an equally tough gangster.,https://m.media-amazon.com/images/M/MV5BYTEyYjgzNmUtM2QyYi00MWMwLWExMDctZmY1NmZhNGY5MWNiXkEyXkFqcGdeQXVyOTcwMTQxMTM@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H40M,Hindi,,,,,,Flop,,AggregateRating,10,1,7.1,24725
17,Movie,https://www.imdb.com/title/tt10028196/,Laal Singh Chaddha,,"The story of Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness.",https://m.media-amazon.com/images/M/MV5BMTM1ODNiMWItODk3YS00MGUwLTkxNTgtOGI0OGZmZTgwZDZhXkEyXkFqcGc@._V1_.jpg,PG-13,"Comedy, Drama, Romance",PT2H39M,Hindi,,,,,,Disaster,,AggregateRating,10,1,5.6,178611
18,Movie,https://www.imdb.com/title/tt13664684/,Karthikeya 2,,"A sequel to Karthikeya (2014), which deals with the personal problems of Karthikeya and how his pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna.",https://m.media-amazon.com/images/M/MV5BMzFhZTE0NDAtMWNiYy00NDEwLWJkODctZWExZmIwZmM2ZjM5XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Action, Adventure, Fantasy",PT2H30M,Telugu,,,,,,Blockbuster,,AggregateRating,10,1,7.9,64437
19,Movie,https://www.imdb.com/title/tt11772746/,Thiruchitrambalam,,"Thiruchitrambalam lives with his father and grandfather. He blames the former for the loss of his mother and sister and is not on good terms with the latter. Meanwhile, his love life is not so successful.",https://m.media-amazon.com/images/M/MV5BM2Q2ZmQ0YWUtNmQzNC00ODAyLTk2OTQtODRiMjJkOGMxZDcwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Comedy, Drama, Musical",PT2H11M,Tamil,,,,,,Blockbuster,,AggregateRating,10,1,7.9,15799
20,Movie,https://www.imdb.com/title/tt10709484/,Don,,Follows the life of a youngster from college to his marriage.,https://m.media-amazon.com/images/M/MV5BMjQ3MDFhMWEtMmM2Zi00NWM4LWJmNmYtOTVjMGJkNjljYTA1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Comedy, Drama, Romance",PT2H45M,Tamil,,,,,,Blockbuster,,AggregateRating,10,1,6.8,11171
21,Movie,https://www.imdb.com/title/tt13130308/,Godfather,,"A political leader&apos;s death leads to a power struggle. Amid corruption, greed and deceit, an unlikely opponent steps up.",https://m.media-amazon.com/images/M/MV5BYmIxMjM2N2MtYjJiMC00NDNmLWExMDEtZjYyYjIyNjMzMDEwXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_.jpg,TV-14,"Action, Crime, Drama",PT2H37M,Telugu,,,,,,Flop,,AggregateRating,10,1,5.2,7677
22,Movie,https://www.imdb.com/title/tt7466810/,777 Charlie,,Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.,https://m.media-amazon.com/images/M/MV5BOWY4MzlmNjItZGYzMS00ZDVhLWI2ZDMtNWEwZTBiMmU0YzQ4XkEyXkFqcGc@._V1_.jpg,,"Adventure, Comedy, Drama",PT2H44M,Kannada,,,,,,Blockbuster,,AggregateRating,10,1,8.7,41353
23,Movie,https://www.imdb.com/title/tt12015102/,VR (Vikrant Rona),Vikrant Rona,"Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.",https://m.media-amazon.com/images/M/MV5BMTU0Yjc3MWItMWMwMy00ODE1LWFiNGQtYjFmNjgzYzlmNDU3XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H28M,Kannada,,,,,,Average,,AggregateRating,10,1,6.9,28845
24,Movie,https://www.imdb.com/title/tt14099334/,Bhediya,,"Set in the forests of Arunachal, Bhediya is a story of Bhaskar, a man who gets bitten by a wolf, and begins to transform into the creature. As Bhaskar and his buddies try to find answers, a bunch of twists, turns, and laughs ensue.",https://m.media-amazon.com/images/M/MV5BNDA5OWE3YTUtNjU0Mi00MWI0LTg3ODgtYmUwNzdkNTdiOWQ2XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_.jpg,Not Rated,"Comedy, Horror, Thriller",PT2H36M,Hindi,,,,,,Average,,AggregateRating,10,1,6.7,26164
25,Movie,https://www.imdb.com/title/tt20850406/,Sita Ramam,,"An orphan soldier, Lieutenant Ram&apos;s life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a lette...",https://m.media-amazon.com/images/M/MV5BN2RjZDJhYzUtOTQ5Yy00OWM3LWE5OTctM2Y0YWVmNzAzODllXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,,"Action, Drama, Mystery",PT2H43M,Telugu,,,,,,Blockbuster,,AggregateRating,10,1,8.5,71123
26,Movie,https://www.imdb.com/title/tt11379988/,James,,"James also called Santhosh Kumar, who works as a manager in a security company and finds himself up against the big bad guys.",https://m.media-amazon.com/images/M/MV5BNDA3ZGM2ODktMGFhZi00NjY4LTg3MDAtNGQzMzg3ZmIxNWJkXkEyXkFqcGdeQXVyMzc4ODk0NTc@._V1_.jpg,,"Action, Comedy, Drama",PT2H29M,Kannada,,,,,,Super Hit,,AggregateRating,10,1,7.4,8393
27,Movie,https://www.imdb.com/title/tt9637132/,Samrat Prithviraj,,A magnum opus recounting the glorious tale of one of India&apos;s bravest emperors- Samrat Prithviraj Chauhan. Inspired from the epic poem Prithviraj Raaso and other folklores.,https://m.media-amazon.com/images/M/MV5BZGQ3OTA3YzQtZDhjMC00MjIxLTg5ZDQtOTFjYTU4MDA0ZmI5XkEyXkFqcGc@._V1_.jpg,,"Action, Drama, History",PT2H15M,Hindi,,,,,,Disaster,,AggregateRating,10,1,5.6,53602
28,Movie,https://www.imdb.com/title/tt13645322/,F3: Fun and Frustration,,"Venky and Varun, who try to come up from financial problems. But what will happen when they meet Pragathi Family who are greedy for money?",https://m.media-amazon.com/images/M/MV5BMmIyYTdjN2ItYTg3Ni00YmRkLWFiMzAtNjU1ZjVhNzk3ZDM2XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,,"Comedy, Family, Romance",PT2H28M,Telugu,,,,,,Below Average,,AggregateRating,10,1,4.7,2414
29,Movie,https://www.imdb.com/title/tt14002046/,Bheeshmaparvam,Bheeshma Parvam,"Michael helms his ancestral family in Kochi, inspiring fear and respect through his past. When a few younger members of the household find his power over their lives too aggravating, they join hands with foes to clamp down on him.",https://m.media-amazon.com/images/M/MV5BYjJmZDc0N2MtMTU4NC00ZDNkLWJlYzItOTMwZWNlZDg5NDU3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Crime, Drama",PT2H24M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,7.6,13361
30,Movie,https://www.imdb.com/title/tt14526318/,Sardar,,"A spy, who is estranged from his family due to a mission, suddenly meets his police officer son.",https://m.media-amazon.com/images/M/MV5BOTExYTczNGQtN2M2Yy00MDcwLTljOGItZGRmMGI2MzM0MmIzXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_.jpg,,"Action, Drama, Thriller",PT2H46M,Tamil,,,,,,Super Hit,,AggregateRating,10,1,7.5,8058
31,Movie,https://www.imdb.com/title/tt22488728/,Love Today,,"Two young lovers, who are made to exchange their phones for a day and what happens due to that.",https://m.media-amazon.com/images/M/MV5BOTg5NWMzZmYtZGRkOC00YmNhLTk4NDQtYzYyMjdjYWVmYjAwXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_.jpg,,"Comedy, Drama, Romance",PT2H34M,Tamil,,,,,,Blockbuster,,AggregateRating,10,1,8.0,15808
32,Movie,https://www.imdb.com/title/tt15685876/,Dhamaka,,"Swamy and Anand who look exactly the same, come from different backgrounds. Under dicey circumstances Pranavi, a young and pretty girl falls in love with both of them. How will Swamy and Anand solve their problems?",https://m.media-amazon.com/images/M/MV5BN2FkN2IzMzUtMmY1Yy00YjY4LWI4MTgtMjNkMTk5YTQ5Zjc1XkEyXkFqcGc@._V1_.jpg,TV-MA,"Action, Comedy, Thriller",PT2H24M,Telugu,,,,,,Blockbuster,,AggregateRating,10,1,6.2,5351
33,Movie,https://www.imdb.com/title/tt10699086/,Bachchhan Paandey,,"When a struggling filmmaker and actor set out to make a biography on one of the most dreaded gangsters, they have little idea about just how crazy and dangerous it&apos;s going to be.",https://m.media-amazon.com/images/M/MV5BOWE5ZjljZDEtYTZmNy00MGVlLWJjNjEtMWUwMzUyMDc5NTA3XkEyXkFqcGdeQXVyODgzMDMwODI@._V1_.jpg,,"Action, Comedy, Crime",PT2H27M,Hindi,,,,,,Disaster,,AggregateRating,10,1,5.0,36757
34,Movie,https://www.imdb.com/title/tt11563070/,Acharya,,"Touted to be a socio-political actioner, the plot revolves around a middle-aged Naxalite-turned-social reformer who launches a fight against the Endowments Department over misappropriation of temple funds and donations.",https://m.media-amazon.com/images/M/MV5BZWExNjQyMGQtNTIyZS00NGRlLWE3NGItOTk4ZjFmNmJmNTU3XkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_.jpg,Not Rated,"Action, Drama",PT2H32M,Telugu,,,,,,Disaster,,AggregateRating,10,1,3.8,5009
35,Movie,https://www.imdb.com/title/tt10340562/,Etharkkum Thunindhavan,,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister&apos;s son, that threatens women with videos of them.",https://m.media-amazon.com/images/M/MV5BNGFkMDgzYWUtZTM4Yy00ZWI4LWI4ZWItNDVmZGM5ODJjZjIzXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,,"Action, Crime, Drama",PT2H31M,Tamil,,,,,,Flop,,AggregateRating,10,1,6.4,13568
36,Movie,https://www.imdb.com/title/tt12834962/,Raksha Bandhan,,"Lala Kedarnath promises his dying mother to marry his 4 sisters well. Owner of family chat shop, he has trouble finding suitors. His sisters take priority over childhood romance with Sapna.",https://m.media-amazon.com/images/M/MV5BNGVhNTQzNDgtZTE3ZS00NmY4LWE0NzktMWI5ODAyOTBjMTk5XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Comedy, Drama, Family",PT1H48M,Hindi,,,,,,Disaster,,AggregateRating,10,1,5.4,26815
37,Movie,https://www.imdb.com/title/tt14915198/,Bimbisara,,The protagonist time travels from his kingdom to the present world. How and why does he do it?,https://m.media-amazon.com/images/M/MV5BMzBkNjBjYjMtODNjMi00NzA1LWJkYTYtYzg0ODU4ZTE1ZDFiXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Action, Drama, Fantasy",PT2H26M,Telugu,,,,,,Hit,,AggregateRating,10,1,6.8,8173
38,Movie,https://www.imdb.com/title/tt15327256/,Viruman,,"An intrepid and good-hearted son fights to make his arrogant father pay the price for his sins, which includes his mother&apos;s death, and save his brothers from the man&apos;s grip.",https://m.media-amazon.com/images/M/MV5BMzk3N2IxZWQtMjdkYS00ODY5LThiNTAtNzY3YmI1ZGJhNDM0XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Action, Drama",PT2H29M,Tamil,,,,,,Hit,,AggregateRating,10,1,4.9,2220
39,Movie,https://www.imdb.com/title/tt15078854/,Bangarraju,,Bangarraju and Satyabhama come down to settle the life of their grandson Chinna Bangarraju and to save the treasure of temple.,https://m.media-amazon.com/images/M/MV5BNmU1NDQzZGYtNmIyYS00MDQ5LWFhNTEtYzYwODI1NTVjZGU0XkEyXkFqcGc@._V1_.jpg,,Drama,PT2H30M,Telugu,,,,,,Hit,,AggregateRating,10,1,5.6,2229
40,Movie,https://www.imdb.com/title/tt8426926/,Shamshera,,"Shamshera (Ranbir Kapoor), leader of an imprisoned tribe, failed to escape for their freedom. Years later his son Balli realizes his father&apos;s legacy.",https://m.media-amazon.com/images/M/MV5BOTlkMmQ3MGQtZTg0Zi00MWMyLWE2MTEtNjU5M2MwZWQ1YzhlXkEyXkFqcGc@._V1_.jpg,,"Action, Adventure, Drama",PT2H58M,Hindi,,,,,,Disaster,,AggregateRating,10,1,4.7,57331
41,Movie,https://www.imdb.com/title/tt11112808/,Cirkus,,"Two sets of identical twins are accidentally separated at birth. Several years later, when they are coincidentally in the same town, there is a lot of confusion and misunderstanding when people mistake them for each other.",https://m.media-amazon.com/images/M/MV5BNzViMzYyNzYtZDQ5ZS00YzkwLWI4ZWUtYzljZWEyNTdjYmQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Unrated,"Comedy, Drama",PT2H19M,Hindi,,,,,,Disaster,,AggregateRating,10,1,4.4,23619
42,Movie,https://www.imdb.com/title/tt11947158/,Ek Villain Returns,,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,https://m.media-amazon.com/images/M/MV5BZjNkNjJlZGYtMmE2MS00MDg5LWJlNDUtNjE5ZTU2YzQ4YThjXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_.jpg,,"Action, Crime, Romance",PT2H9M,Hindi,,,,,,Disaster,,AggregateRating,10,1,4.4,15681
43,Movie,https://www.imdb.com/title/tt9466814/,Cobra,,"A mathematician genius, Mathi, has another identity, Cobra, who commits intelligent crimes using maths.",https://m.media-amazon.com/images/M/MV5BYTdmNzIzMjgtMjhkNy00ZTY0LWJiNmEtNDJkMzI3Y2NlMjM1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Action, Crime, Thriller",PT3H3M,Tamil,,,,,,Disaster,,AggregateRating,10,1,6.0,9793
44,Movie,https://www.imdb.com/title/tt9851854/,Major,,"Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks.",https://m.media-amazon.com/images/M/MV5BZjk4YTZjNWQtZWY3OC00NDkzLTlkY2UtZjk0NDkyZWFkMmVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Action, Biography, Drama",PT2H30M,Telugu,,,,,,Super Hit,,AggregateRating,10,1,8.1,32807
45,Movie,https://www.imdb.com/title/tt4435072/,Liger,,"A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by ...",https://m.media-amazon.com/images/M/MV5BOGFjYjFhMGUtZDE3Mi00OGE0LWI4YjUtZmRhZGEyYzliMWJmXkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_.jpg,,"Action, Drama, Romance",PT2H20M,Telugu,,,,,,Disaster,,AggregateRating,10,1,2.6,47605
46,Movie,https://www.imdb.com/title/tt14182646/,Vendhu Thanindhathu Kaadu,,"Muthu, a low caste youngster, goes to the streets of Mumbai for a living. His quest takes him to a series of unexpected events, where he gets involved in the underground activities of Mumbai&apos;s Tamil gangsters. Will he get to the top?",https://m.media-amazon.com/images/M/MV5BNzJiMTI3ZTMtNTFhYy00OWNhLWExYjItNzU4NmRkNzdmYmJkXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Action, Crime, Drama",PT2H57M,Tamil,,,,,,Super Hit,,AggregateRating,10,1,7.3,8152
47,Movie,https://www.imdb.com/title/tt11375428/,Hridayam,,"The emotional journey of Arun, his carefree bachelor days in engineering college, and how he matures through various phases of life.",https://m.media-amazon.com/images/M/MV5BZTgxY2MxZGItY2Q4Ny00NTRlLTg2MWEtYTY3Y2ZiMzAxMGU4XkEyXkFqcGdeQXVyNTA2MzMwMjA@._V1_.jpg,,"Drama, Musical, Romance",PT2H52M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,8.1,16571
48,Movie,https://www.imdb.com/title/tt8302918/,Kaathu Vaakula Rendu Kaadhal,,It follows the romance of Rambo with Kanmani and Khatija.,https://m.media-amazon.com/images/M/MV5BOTQ1ZjFhMDktYTYzYS00NTMzLTllMjQtMDg1NWY3ZDNhMDEwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Comedy, Drama, Romance",PT2H37M,Tamil,,,,,,Super Hit,,AggregateRating,10,1,5.5,4002
49,Movie,https://www.imdb.com/title/tt22037066/,Malikappuram,,An intense desire of Kallu an 8 year old girl from Panchalimedu village to visit Sabarimala.,https://m.media-amazon.com/images/M/MV5BOWYzYjU3ZTYtNDNhYy00NThjLWFlYzItOWQzZmNiMDI1OTNhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Adventure, Drama",PT2H1M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,7.4,5708
50,Movie,https://www.imdb.com/title/tt11460992/,Runway 34,,"Inspired by true incidents, &quot;Runway 34&quot; revolves around Captain Vikrant Khanna played by Ajay Devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination.",https://m.media-amazon.com/images/M/MV5BNGRiNWFiZWMtYWViMi00MjcyLWEyNTUtNTJlMTM4Zjg3OTIzXkEyXkFqcGc@._V1_.jpg,,"Drama, Thriller",PT2H25M,Hindi,,,,,,Disaster,,AggregateRating,10,1,7.0,30614
51,Movie,https://www.imdb.com/title/tt13795296/,Thank God,,"An egoistic real estate broker in huge debts, meets with an accident.God appears in front of him and informs him that he will have to play a &quot;GAME OF LIFE&quot;. If he win, he will be sent back to earth and if not, he will be sent to h...",https://m.media-amazon.com/images/M/MV5BMDc0NzU5MzMtNDFkMC00MTNkLWE2MzMtMmYwMzdkY2EzZDVhXkEyXkFqcGdeQXVyMTE0MTY2Mzk2._V1_.jpg,,"Comedy, Fantasy",PT2H1M,Hindi,,,,,,Disaster,,AggregateRating,10,1,5.6,12476
52,Movie,https://www.imdb.com/title/tt13391710/,Jana Gana Mana,,"As a college professor&apos;s brutal murder sparks student unrest, a cop launches an investigation while a lawyer seeks justice in the the courtroom.",https://m.media-amazon.com/images/M/MV5BZDg4ZGEwY2EtMmIwNy00NjZiLWI1ZDMtNGM2OWFkNDdhYzY2XkEyXkFqcGc@._V1_.jpg,,"Crime, Drama, Thriller",PT2H42M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,8.3,17821
53,Movie,https://www.imdb.com/title/tt15309708/,Uunchai,,"Three friends take a trek to the Everest Base Camp. A simple trek turns out to be a personal, emotional and spiritual journey as they battle their physical limitations and discover the true meaning of freedom.",https://m.media-amazon.com/images/M/MV5BMTQyNjhhYmUtYWI0Ny00NDgyLTg1YmYtNGNmYjZmODI0NDE1XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_.jpg,,"Adventure, Drama",PT2H53M,Hindi,,,,,,Average,,AggregateRating,10,1,7.0,7542
54,Movie,https://www.imdb.com/title/tt9263550/,Rocketry: The Nambi Effect,,"The story of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994.",https://m.media-amazon.com/images/M/MV5BNTk2MjUxMjEtZDU5OC00MzYxLTkwMWYtMGM5YWQ0MWMyN2I1XkEyXkFqcGdeQXVyMTE0MzY0NjE1._V1_.jpg,Not Rated,"Biography, Drama",PT2H37M,Tamil,,,,,,Hit,,AggregateRating,10,1,8.7,59578
