,@type,url,name,description,image,contentRating,genre,duration,Language,Budget,Worldwide Gross,Worldwide Share,Domestic Nett,Verdict,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount,alternateName
10,Movie,https://www.imdb.com/title/tt6588966/,Hichki,"Suffering from Tourette Syndrome, Naina gets assigned a class of defiant students and must ensure that her students realise their potential.",https://m.media-amazon.com/images/M/MV5BNzUzYjM2YWYtNjIyOC00Nzk1LWJlNDItNjcyNzRiYzNmY2Q2XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,Not Rated,"Comedy, Drama",PT1H56M,Hindi,25cr,215cr,64.6cr,43.9cr,Super Hit,AggregateRating,10,1,7.5,14104,
11,Movie,https://www.imdb.com/title/tt7392212/,Rangasthalam,Chitti Babu begins to suspect his elder brother&apos;s life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,https://m.media-amazon.com/images/M/MV5BMjQ1MjFkN2EtOTU4NS00NDkzLThhNzItODkzYWNjZDMxZjE0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Not Rated,"Action, Drama",PT2H50M,Telugu,65cr,206.6cr,121.5cr,145.5cr,Blockbuster,AggregateRating,10,1,8.2,28202,
12,Movie,https://www.imdb.com/title/tt7098658/,Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,https://m.media-amazon.com/images/M/MV5BZmVhN2JlYjEtZWFkOS00YzE0LThiNDMtMGI3NDA1MTk2ZDQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Action, Drama, Thriller",PT2H18M,Hindi,35cr,195.3cr,72.4cr,122.4cr,Super Blockbuster,AggregateRating,10,1,7.7,34177,
13,Movie,https://www.imdb.com/title/tt6527426/,Zero,"Through his relationships with two wildly different women, a vertically challenged bachelor with a larger-than-life persona must discover his purpose.",https://m.media-amazon.com/images/M/MV5BN2UzNTEwYTEtZjVlZi00Yjg3LWI1MWUtNWE5YTNhNjA3ZjM1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Comedy, Drama, Romance",PT2H44M,Hindi,225cr,192.5cr,79.8cr,88.7cr,Disaster,AggregateRating,10,1,5.2,30696,
14,Movie,https://www.imdb.com/title/tt7218518/,Padman,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",https://m.media-amazon.com/images/M/MV5BODViYjQ0YTktMTM5NS00YTVkLWE5MmUtNGY1MzUwOGY0OTg2XkEyXkFqcGdeQXVyNjg5NzkxNTU@._V1_.jpg,PG-13,"Comedy, Drama",PT2H20M,Hindi,75cr,192.5cr,67.3cr,78.2cr,Hit,AggregateRating,10,1,7.9,29583,Pad Man
15,Movie,https://www.imdb.com/title/tt7838252/,K.G.F: Chapter 1,"In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the Kolar Gold Fields.",https://m.media-amazon.com/images/M/MV5BZDNlNzBjMGUtYTA0Yy00OTI2LWJmZjMtODliYmUyYTI0OGFmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H34M,Kannada,50cr,176.1cr,85.1cr,137.6cr,All Time Blockbuster,AggregateRating,10,1,8.2,100602,
16,Movie,https://www.imdb.com/title/tt8108202/,Stree,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named &quot;Stree&quot; who abducts men in the night. Based on the urban legend of &quot;Nale Ba&quot; that went viral in Karnataka in the 1990s.",https://m.media-amazon.com/images/M/MV5BMjk4NGZiMzAtODU1NS00MmQ4LWJiNmQtNWU5ZWU4Y2VmNWI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Comedy, Horror",PT2H8M,Hindi,25cr,173.9cr,63.8cr,124.6cr,Super Blockbuster,AggregateRating,10,1,7.5,41448,
17,Movie,https://www.imdb.com/title/tt6980546/,Bharat Ane Nenu,"Bharat, a young graduate who becomes the C.M of Andhra Pradesh (pre-div) after his father&apos;s demise without any political knowledge, faces challenges in the process of reforming the society.",https://m.media-amazon.com/images/M/MV5BN2U4ODE0YWItZGQ0MC00Y2NiLTkyMzAtYzlmZjk4NWI4MDRiXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Not Rated,"Action, Drama, Thriller",PT2H53M,Telugu,75cr,164.9cr,100.2cr,109.5cr,Hit,AggregateRating,10,1,7.5,18850,Bharath Ane Nenu
18,Movie,https://www.imdb.com/title/tt6929642/,Kaala,Kaala is about the life of Nellai / Tirunelveli based Tamils who live in large number in Mumbai.,https://m.media-amazon.com/images/M/MV5BMGQyYWE0NzQtNTdlNC00MzFhLWFkYjQtMzZkMGI4MzQ2NWE0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Not Rated,"Action, Drama",PT2H42M,Tamil,115cr,153.9cr,75.8cr,86.7cr,Flop,AggregateRating,10,1,6.5,10537,
19,Movie,https://www.imdb.com/title/tt6173990/,Gold,The journey of a man who was instrumental in making India win its first Olympic gold medal as a free nation.,https://m.media-amazon.com/images/M/MV5BM2QwNmIzNzEtMzlhMS00MmU1LWFjZGYtNjc5ZTg3NTE5MWY1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Drama, History, Sport",PT2H31M,Hindi,100cr,151.3cr,60.3cr,102.1cr,Average,AggregateRating,10,1,7.3,14892,
20,Movie,https://www.imdb.com/title/tt7581902/,Sonu Ke Titu Ki Sweety,Titu is going to marry a perfect woman named Sweety. Titu&apos;s best-friend Sonu doubts Sweety&apos;s character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.,https://m.media-amazon.com/images/M/MV5BYTYxNGE5MTgtN2YxYS00ODYyLWE1YzQtYzNlMzAyMTBlMWZhXkEyXkFqcGdeQXVyMzcwOTk0MzU@._V1_.jpg,Not Rated,"Comedy, Romance",PT2H18M,Hindi,30cr,148.5cr,54.1cr,100.8cr,Blockbuster,AggregateRating,10,1,7.1,24859,
21,Movie,https://www.imdb.com/title/tt7363076/,Raid,A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.,https://m.media-amazon.com/images/M/MV5BZDcwMWZiYjgtYWE5Zi00NDk0LTkyMDctYzgzMzA4YTZlZjBlXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H2M,Hindi,70cr,145.8cr,54.4cr,98.1cr,Hit,AggregateRating,10,1,7.4,19391,
22,Movie,https://www.imdb.com/title/tt7765910/,Aravindha Sametha Veera Raghava,A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.,https://m.media-amazon.com/images/M/MV5BMjBjM2RiYjItM2ZkYS00N2M3LWIxMmYtYmMyYzRkZmI2OTg3XkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama",PT2H42M,Telugu,70cr,143.4cr,88.6cr,99.3cr,Above Average,AggregateRating,10,1,7.3,9616,Aravindha Sametha
23,Movie,https://www.imdb.com/title/tt5842616/,Veere Di Wedding,Four girls on their way to find true love discover that their friendship must remain strong until the wedding of a friend named Veer.,https://m.media-amazon.com/images/M/MV5BYzM2ZDZmNTItZjQ2YS00N2U3LWFlZDMtZDRjZGYwZmM0N2Q4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,Comedy,PT2H15M,Hindi,45cr,139.4cr,55.6cr,80.3cr,Hit,AggregateRating,10,1,3.3,13312,
24,Movie,https://www.imdb.com/title/tt8590896/,Geetha Govindam,An innocent young lecturer is misunderstood as a pervert and despised by a woman who co-incidentally turns out to be the younger sister of his brother-in-law. Eventually differences subside and love blooms between them.,https://m.media-amazon.com/images/M/MV5BZmM3ZjNiMGMtMTc2NS00OTQ5LWI2MzItY2Q0Yjg1Y2I5MTZlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Comedy, Drama, Romance",PT2H22M,Telugu,15cr,126cr,69.1cr,85.8cr,Super Blockbuster,AggregateRating,10,1,7.7,16034,
25,Movie,https://www.imdb.com/title/tt7147540/,Sui Dhaaga: Made in India,It&apos;s a heart-warming story of pride and self-reliance capturing the journey of Mauji and his wife Mamta who pursue their passion by overcoming all odds.,https://m.media-amazon.com/images/M/MV5BYzE2ZTExNWUtMzc0Zi00OWVmLWJjZTktNTRkOGNjN2VhZGI2XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,Not Rated,"Comedy, Drama",PT2H2M,Hindi,50cr,120.9cr,47.2cr,76.1cr,Above Average,AggregateRating,10,1,6.8,9343,
26,Movie,https://www.imdb.com/title/tt7638344/,Dhadak,"Set in Rajasthan, this love story explores how the protagonists deal with issues like differences between castes and honor killings.",https://m.media-amazon.com/images/M/MV5BMDU3NTZkYzAtM2Y2Zi00NGQxLWFjYzAtZWFmZDI1MTg2ZjQ0XkEyXkFqcGc@._V1_.jpg,Not Rated,"Drama, Romance",PT2H18M,Hindi,40cr,112.3cr,43.3cr,72.4cr,Hit,AggregateRating,10,1,4.6,10617,
27,Movie,https://www.imdb.com/title/tt6580564/,102 Not Out,"102 Not Out is a 2018 comedy-drama film, with legendary actor Amitabh Bachchan playing a 102-year-old wanting to break the oldest-man-alive record. Another Bollywood legend Rishi Kapoor plays his sad and grumpy 75-year-old son.",https://m.media-amazon.com/images/M/MV5BZDRlM2Q3NTAtY2I3My00ZTNmLWE0YzAtMTA1YjA4MzcyZTQzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,PG,"Comedy, Drama",PT1H42M,Hindi,35cr,111.3cr,40.1cr,50.1cr,Blockbuster,AggregateRating,10,1,7.4,7600,
28,Movie,https://www.imdb.com/title/tt8202612/,Satyameva Jayate,An honest cop attempts to hunt down a vigilante who kills corrupt cops by setting them on fire.,https://m.media-amazon.com/images/M/MV5BMjMxODU3YmYtZWEwMi00MjEzLWEzMWQtZGFhN2VjNGFmOTIzXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H20M,Hindi,50cr,109.5cr,43.2cr,79.6cr,Hit,AggregateRating,10,1,5.7,7984,
29,Movie,https://www.imdb.com/title/tt7027278/,Kedarnath,"Mansoor, a reserved and reticent Pithoo, helps pilgrims make an arduous journey upwards to the temple town. His world turns around when he meets the beautiful and rebellious Mukku who draws him into a whirlwind of intense love.",https://m.media-amazon.com/images/M/MV5BOTlhMjBkZDAtZjNmYy00MjAzLTkxYmMtOTE4MDIxMjZiNjhmXkEyXkFqcGc@._V1_.jpg,Not Rated,"Drama, Romance",PT1H56M,Hindi,70cr,103.9cr,38.7cr,70.1cr,Average,AggregateRating,10,1,6.8,15388,
30,Movie,https://www.imdb.com/title/tt7711342/,Agnyaathavaasi,"An exiled heir to billionaire, returns after his father was murdered, as a regular employee to find out the killers and make things right in his company.",https://m.media-amazon.com/images/M/MV5BZDY4MDQ2ZmYtMDYyNy00ZDZjLThkODQtZmFmYzhmZjU0ODY4XkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_.jpg,Not Rated,"Action, Drama",PT2H38M,Telugu,90cr,96.1cr,58.6cr,63.4cr,Disaster,AggregateRating,10,1,4.3,3642,Agnathavasi - Prince in Exile
31,Movie,https://www.imdb.com/title/tt7794524/,"Naa Peru Surya, Naa Illu India","Following two violent incidents at a club and a police station, a short tempered soldier is challenged to give up anger if he wants to fulfill his dream of serving at the borders.",https://m.media-amazon.com/images/M/MV5BODkxN2Q2ZGUtNjEwNy00Yjk3LTk5N2YtNmU4YzBiZTI0NWQzXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama",PT2H43M,Telugu,55cr,94.2cr,53.9cr,69.4cr,Flop,AggregateRating,10,1,6.7,8304,
32,Movie,https://www.imdb.com/title/tt7892050/,Chekka Chivantha Vaanam,A bloody power struggle erupts between three brothers who are vying to take over the family business following the death of their father.,https://m.media-amazon.com/images/M/MV5BNDFmNmU1MjctMGIwNy00NTcyLWFhOTMtM2JhMTBkNWU2OGU1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H26M,Tamil,35cr,92.5cr,47.9cr,49.6cr,Super Hit,AggregateRating,10,1,7.2,7009,
33,Movie,https://www.imdb.com/title/tt6826438/,Parmanu: The Story of Pokhran,"Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.",https://m.media-amazon.com/images/M/MV5BMDNjZjkyNjQtNWMyMC00ODA5LTgyODctOGRiOWUwYTAzOWVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Action, Drama, History",PT2H9M,Hindi,45cr,91.5cr,33.8cr,64.8cr,Above Average,AggregateRating,10,1,7.6,25391,
34,Movie,https://www.imdb.com/title/tt6237966/,Thaanaa Serndha Koottam,"Angered by the corruption that stopped him from becoming a CBI officer, a young man forms a gang who pose as CBI officers and raids the corrupt.",https://m.media-amazon.com/images/M/MV5BNzE2YmZkNDktZDAwNy00NGZhLTlkMzEtMjdhYTQ3ZjM1MmE0XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Not Rated,"Action, Comedy, Crime",PT2H18M,Tamil,70cr,90.7cr,45.4cr,56.3cr,Below Average,AggregateRating,10,1,6.4,6410,
35,Movie,https://www.imdb.com/title/tt7465992/,Mahanati,"Biography of Savitri, an actress from South India movie industry, who ruled the industry for two decades during 50s and 60s.",https://m.media-amazon.com/images/M/MV5BMmNkN2ZkODgtZTU1Zi00MDg3LWE1MGQtM2ZmY2Y3ODcwZmE5XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Not Rated,"Biography, Drama",PT2H57M,Telugu,20cr,85.1cr,46.4cr,53.2cr,Super Blockbuster,AggregateRating,10,1,8.4,15127,
36,Movie,https://www.imdb.com/title/tt8023734/,Kadaikutty Singam,"Gunasingam, a family-loving farmer who hails from a small town, tries his best to keep his big family united despite him being misunderstood by many.",https://m.media-amazon.com/images/M/MV5BNWVhYjc1MmItY2NlZi00ZjZmLWJkZjEtZDg3NzMzYTc5OGM1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Action, Drama",PT2H29M,Tamil,25cr,70.1cr,34.4cr,51.9cr,Blockbuster,AggregateRating,10,1,6.8,2953,
37,Movie,https://www.imdb.com/title/tt6727296/,Bhaagamathie,"IAS officer Chanchala Reddy is imprisoned in a haunted house, while she is interrogated by law enforcers investigating a politician they suspect of corruption.",https://m.media-amazon.com/images/M/MV5BMWRhNTU1MTItNjk4Ni00ZWJjLTk2ZGYtZTVkOWMwZjQzMDc3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Horror, Thriller",PT2H18M,Telugu,30cr,66.8cr,35.3cr,43.1cr,Super Hit,AggregateRating,10,1,6.9,3389,
38,Movie,https://www.imdb.com/title/tt7231546/,Kayamkulam Kochunni,"Dreaded by the rich and corrupt and revered by the poor and downtrodden, Kayamkulam Kochunni was a Robin Hood of sorts. Chronicles the life and times of the legendary 19th century highwayman, and how he rose from his humble beginn...",https://m.media-amazon.com/images/M/MV5BNDg3YmM0OTItMTQ0ZC00YWU0LWJhMGMtYjMzYWMxMGUzZTcwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Drama, History",PT2H32M,Malayalam,25cr,66.1cr,27.8cr,33.9cr,Super Hit,AggregateRating,10,1,6.8,2748,
39,Movie,https://www.imdb.com/title/tt7179784/,Irumbu Thirai,A soldier takes on a gang of cyber criminals when money goes missing from his account.,https://m.media-amazon.com/images/M/MV5BYzcyN2VkYTAtMWM3NS00M2RhLThhZGEtNDJhNjE3ZWYyOGMzXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Not Rated,"Action, Crime, Thriller",PT2H40M,Tamil,25cr,64.8cr,31.3cr,45.3cr,Super Hit,AggregateRating,10,1,7.6,5595,
40,Movie,https://www.imdb.com/title/tt8011328/,Seema Raja,A youngster who belongs to a royal family needs to play saviour to his villagers.,https://m.media-amazon.com/images/M/MV5BZGIxMzg0NDUtYzI1Zi00Y2JlLTk3NjItMGM2ZDlmYThmYzliXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Action, Drama",PT2H38M,Tamil,45cr,63.7cr,30.7cr,41.9cr,Flop,AggregateRating,10,1,4.3,2044,
41,Movie,https://www.imdb.com/title/tt5959980/,Vada Chennai,A young carrom player in north Chennai becomes a reluctant participant in a war between two warring gangsters.,https://m.media-amazon.com/images/M/MV5BZjhkYTU2YTgtM2ZkYS00MzJkLWE2ZjAtZjY5MTI4OWE2YmZjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H44M,Tamil,35cr,59.8cr,28.6cr,38.5cr,Above Average,AggregateRating,10,1,8.4,20291,
42,Movie,https://www.imdb.com/title/tt8206708/,Carry on Jatta 2,"Orphan Jass dreams of settling down in Canada, but isn&apos;t eligible to immigrate. He must find a non-resident Indian girl to marry so he can fulfill his dream.",https://m.media-amazon.com/images/M/MV5BZTdiODJmY2EtNjNmMC00MTNmLWJhYTYtY2JmZmZiYWYyY2Y0XkEyXkFqcGdeQXVyODgyNzY3Mzg@._V1_.jpg,,Comedy,PT2H29M,Punjabi,8cr,56.3cr,22.5cr,31.6cr,All Time Blockbuster,AggregateRating,10,1,6.8,1519,Carry On Jatta 2
43,Movie,https://www.imdb.com/title/tt7019842/,96,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,https://m.media-amazon.com/images/M/MV5BOGM2YzI4ZjItYjA4Mi00ZDhiLTk1OGEtZmEzN2U3ODNkNTEzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Drama, Romance",PT2H38M,Tamil,15cr,55.5cr,28.6cr,34.2cr,Super Blockbuster,AggregateRating,10,1,8.5,38469,
44,Movie,https://www.imdb.com/title/tt7700730/,October,A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can&apos;t get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?,https://m.media-amazon.com/images/M/MV5BNTM5NjZmMTgtMDEwMi00ZTc3LWIwOTItY2I2NjBiYmZlNzRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Drama, Romance",PT1H55M,Hindi,35cr,55.3cr,20.9cr,38.5cr,Flop,AggregateRating,10,1,7.5,18408,
45,Movie,https://www.imdb.com/title/tt7720922/,Batti Gul Meter Chalu,"The life of three friends takes a tragic turn due to an inflated electricity bill, which leads to a courtroom drama and social awakening.",https://m.media-amazon.com/images/M/MV5BNzdiNWVkOGItNjg2MC00YjE0LWExM2UtN2JjNjdkNGEzMzEyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,Drama,PT2H41M,Hindi,50cr,53.8cr,20.1cr,36.8cr,Disaster,AggregateRating,10,1,5.9,6274,
46,Movie,https://www.imdb.com/title/tt6707906/,Odiyan,"The story of the Odiyan clan, one of the most dreaded, shape-shifting black magicians in the world which ruled the darkness of night through during the pre-electrification era in Kerala.",https://m.media-amazon.com/images/M/MV5BM2FlMTYwZWEtMTljMy00N2FmLWFkNjgtZmFmNjg5NDU4OGUwXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama, Fantasy",PT2H47M,Malayalam,30cr,53.6cr,25.5cr,28.1cr,Below Average,AggregateRating,10,1,5.2,4083,
47,Movie,https://www.imdb.com/title/tt6863784/,Saamy²,The son of Aarusaamy becomes a cop and takes on the criminal who murdered his parents.,https://m.media-amazon.com/images/M/MV5BMzYyODA2ZjEtOGRkYi00MDYzLTljOTMtM2FmZmJiYjliODg0XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,Action,PT2H36M,Tamil,50cr,52.5cr,27.8cr,34.9cr,Flop,AggregateRating,10,1,4.5,1715,Saamy Square
48,Movie,https://www.imdb.com/title/tt2677064/,Vishwaroopam 2,RAW agent Wisam Ahmad Kashmiri prevents an al-Qaida terrorist from executing a massive attack on New York. He must now wade through further traps and conspiracies to thwart a new plot against three democratic nations.,https://m.media-amazon.com/images/M/MV5BYTQ1ZDZjNGItZDEzOC00ZTdiLTg0ZWMtMDdkY2RjMTczZmJhXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_.jpg,Not Rated,"Action, Thriller",PT2H25M,Tamil,120cr,52.1cr,26.5cr,32.5cr,Disaster,AggregateRating,10,1,5.8,2893,
49,Movie,https://www.imdb.com/title/tt7938444/,Sandakozhi 2,Balu and his father have to protect a young man from a woman who has sworn vengeance on his entire clan.,https://m.media-amazon.com/images/M/MV5BMTg2YTRhZTktZDZkZC00NmU5LWI0MTQtMjU3MjcwMDliNjgxXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama",PT2H35M,Tamil,30cr,51.5cr,27.5cr,37.5cr,Average,AggregateRating,10,1,5.0,952,
50,Movie,https://www.imdb.com/title/tt7329602/,Thamizh Padam 2,A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.,https://m.media-amazon.com/images/M/MV5BM2QzYmFhMGUtMThlNi00NWIzLTk3ZGItNWFiYzA0ZmI5MWZmXkEyXkFqcGc@._V1_.jpg,Not Rated,Comedy,PT2H23M,Tamil,10cr,51.3cr,26.6cr,33.6cr,Blockbuster,AggregateRating,10,1,6.5,1751,Tamizh Padam 2.0
51,Movie,https://www.imdb.com/title/tt8286926/,Njan Prakashan,"Pining for a lavish life abroad, a lazy but lovable guy-next-door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",https://m.media-amazon.com/images/M/MV5BZDM3MWViNzYtZWI2My00NjllLTlhMTUtYTlmMWJjZjE2YWQ3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Not Rated,"Comedy, Drama",PT2H11M,Malayalam,10cr,50.7cr,24.1cr,28.6cr,Blockbuster,AggregateRating,10,1,7.7,5355,
